id_cliente,n_transacciones,monto_total,monto_promedio,monto_std,monto_max,monto_min,n_canales,n_tipos,n_productos_prom,prop_exitosas,prop_digital,cluster
1055,6,1456.3000000000002,242.7166666666667,72.45562881285805,343.31,163.11,4,3,2.1666666666666665,0.8333333333333334,0.6666666666666666,3
1056,6,45551.68,7591.946666666667,7871.591059222186,20940.69,1926.84,3,3,3.8333333333333335,0.8333333333333334,0.3333333333333333,0
1057,4,1579.15,394.7875,71.20199031628259,482.14,326.58,2,2,3.0,0.75,1.0,3
1058,9,3880.46,431.1622222222222,154.171795230011,809.85,305.66,3,2,3.2222222222222223,0.8888888888888888,0.8888888888888888,3
1059,12,4620.23,385.01916666666665,137.96245704461734,616.15,164.9,3,3,3.4166666666666665,1.0,0.9166666666666666,3
1060,7,2546.55,363.79285714285714,264.74890693600514,867.24,146.05,2,3,3.0,1.0,1.0,3
1061,6,3639.88,606.6466666666666,306.56479841408185,918.76,237.13,3,4,2.0,1.0,0.8333333333333334,3
1062,6,2473.52,412.2533333333333,176.03779931215533,687.24,212.67,2,2,2.6666666666666665,1.0,1.0,3
1063,10,3112.04,311.204,118.76837693595044,460.53,161.44,5,3,1.8,0.9,0.5,1
1064,5,3381.49,676.298,332.5128570747303,959.13,134.17,4,3,2.4,0.8,0.4,1
1065,11,1592.9299999999998,144.81181818181815,119.028348456843,392.31,14.47,2,5,1.4545454545454546,1.0,0.0,1
1066,6,1497.41,249.56833333333336,63.51648334618871,354.74,186.59,4,3,1.6666666666666667,0.8333333333333334,0.3333333333333333,1
1067,3,513.96,171.32000000000002,98.9754939366306,285.54,110.82,3,2,2.0,1.0,0.6666666666666666,3
1068,6,3032.55,505.425,248.46492611634343,934.65,230.33,3,4,2.5,0.8333333333333334,0.6666666666666666,3
1069,11,2895.1,263.1909090909091,122.78539460819805,512.91,118.55,5,3,1.7272727272727273,1.0,0.3636363636363636,1
1070,6,30530.17,5088.361666666667,2531.2628714016773,7349.36,1735.76,3,3,5.166666666666667,1.0,0.1666666666666666,0
1071,3,1682.27,560.7566666666667,279.6099812834537,844.03,284.96,2,3,2.6666666666666665,1.0,1.0,3
1072,9,2179.21,242.13444444444443,350.41309989464975,1134.51,25.47,2,4,1.6666666666666667,0.8888888888888888,0.0,1
1073,16,11375.5,710.96875,503.3289791362437,2120.72,115.09,5,6,2.875,0.9375,0.375,1
1074,5,22421.8,4484.36,678.5496799056058,5300.95,3691.95,4,3,4.4,1.0,0.6,0
1075,13,62706.54,4823.58,2861.2250657337904,11076.41,1846.65,5,3,5.076923076923077,0.9230769230769232,0.5384615384615384,0
1076,11,4975.12,452.28363636363633,155.33428232510218,727.48,151.26,2,3,2.909090909090909,0.8181818181818182,1.0,3
1077,3,2483.07,827.69,212.1595227653004,993.95,588.74,2,3,1.3333333333333333,1.0,0.6666666666666666,3
1078,7,2077.15,296.7357142857143,70.63020880075389,361.83,183.53,4,3,1.7142857142857142,1.0,0.5714285714285714,1
1079,6,7255.599999999999,1209.2666666666669,1102.0937850957453,3254.18,178.07,3,5,2.5,1.0,0.0,1
1080,2,494.51,247.255,8.888332239514897,253.54,240.97,2,2,2.0,1.0,1.0,3
1081,6,4819.02,803.17,523.2701212566985,1730.55,262.62,5,4,2.5,1.0,0.3333333333333333,1
1082,8,133989.4,16748.675,45781.49575941135,130048.58,158.21,3,3,2.875,0.875,0.75,2
1083,8,5371.93,671.49125,442.1955887367199,1471.96,183.51,3,5,3.0,0.875,0.375,1
1084,13,12164.1,935.7,699.3788028910608,2622.45,163.08,5,5,2.3076923076923075,0.8461538461538461,0.5384615384615384,1
1085,4,1155.72,288.93,82.79001630631558,385.0,209.08,4,2,2.5,1.0,0.5,3
1086,9,3161.43,351.27,190.9429617058456,790.08,107.1,2,3,2.888888888888889,1.0,1.0,3
1087,8,11742.64,1467.83,1535.8011115375589,4013.53,172.95,4,4,2.125,1.0,0.625,1
1088,9,37492.37,4165.818888888889,1423.7272470301718,6289.37,2032.45,5,2,4.333333333333333,1.0,0.4444444444444444,0
1089,7,8143.88,1163.4114285714286,632.9608489058538,2271.52,632.95,4,5,2.4285714285714284,1.0,0.5714285714285714,1
1090,9,2284.01,253.7788888888889,123.5963964325462,516.83,108.56,4,3,1.5555555555555556,1.0,0.5555555555555556,1
1091,5,1517.16,303.432,162.08626999224825,576.67,148.63,3,3,2.8,1.0,0.8,3
1092,8,7344.16,918.02,854.8821905636221,2571.86,116.52,5,3,2.375,1.0,0.25,1
1093,10,1717.5,171.75,143.49939241063782,377.36,8.53,2,4,1.7,0.9,0.0,1
1094,3,20547.95,6849.316666666666,3305.98052071293,9305.55,3090.45,3,2,4.333333333333333,1.0,0.3333333333333333,0
1095,6,2306.1400000000003,384.35666666666674,198.9168173550609,732.99,146.18,2,3,2.6666666666666665,0.8333333333333334,1.0,3
1096,10,10607.25,1060.725,532.7297341940325,1976.88,268.83,5,5,2.7,1.0,0.3,1
1097,5,2092.9,418.58,250.57516407257924,815.89,118.68,2,2,3.0,0.8,1.0,3
1098,7,1790.29,255.75571428571428,112.86551198323647,496.7,153.03,4,2,2.2857142857142856,0.8571428571428571,0.7142857142857143,3
1099,14,13151.42,939.3871428571427,410.494848996607,1580.27,155.29,5,5,2.642857142857143,1.0,0.5,1
1100,7,3093.48,441.9257142857143,362.4139062755523,1177.98,143.33,2,3,3.4285714285714284,0.8571428571428571,1.0,3
1101,7,1807.3,258.18571428571425,98.87179726918134,398.43,161.79,4,3,1.8571428571428568,0.7142857142857143,0.7142857142857143,1
1102,10,2990.87,299.087,117.7498011368927,484.24,135.75,3,3,2.2,0.9,0.1,1
1103,7,7753.38,1107.6257142857144,743.954137404924,2683.87,360.86,4,5,2.142857142857143,1.0,0.4285714285714285,1
1104,13,14653.16,1127.1661538461535,884.9302600632668,2972.26,333.55,5,5,2.769230769230769,0.9230769230769232,0.5384615384615384,1
1105,6,1476.17,246.0283333333333,102.5821437515646,384.21,127.89,3,2,2.5,0.8333333333333334,0.8333333333333334,3
1106,9,2277.13,253.01444444444445,84.33157506401609,387.71,130.35,4,3,1.2222222222222223,0.8888888888888888,0.2222222222222222,1
1107,7,1837.63,262.5185714285714,130.70092698326863,473.85,94.4,4,2,1.4285714285714286,1.0,0.1428571428571428,1
1108,8,3561.06,445.1325,150.8019033367948,620.46,241.79,2,3,3.125,1.0,0.875,3
1109,13,8192.22,630.1707692307692,381.1225369760042,1610.91,227.03,5,5,2.6153846153846154,1.0,0.3076923076923077,1
1110,2,900.39,450.195,370.1350446120983,711.92,188.47,2,2,2.0,1.0,0.5,3
1111,12,3462.74,288.56166666666667,457.7438060716603,1653.15,17.68,2,4,1.5833333333333333,0.9166666666666666,0.0,1
1112,8,6920.74,865.0925,718.3087008432676,2366.75,110.48,3,4,2.5,1.0,0.25,1
1113,16,95507.64,5969.2275,5450.768346866951,24933.59,2081.93,4,3,4.5625,0.9375,0.5625,0
1114,7,63925.21,9132.172857142858,7762.442579007622,25784.15,2753.96,4,3,5.428571428571429,1.0,0.2857142857142857,0
1115,6,1320.31,220.05166666666665,110.7722787373568,413.05,117.64,3,2,1.5,1.0,0.5,3
1116,8,987.89,123.48625,87.4292471393706,309.84,19.67,2,5,1.625,1.0,0.0,1
1117,9,6498.84,722.0933333333334,462.11485385129095,1285.47,127.94,4,5,2.7777777777777777,0.8888888888888888,0.5555555555555556,1
1118,13,2962.1,227.85384615384612,66.8578761925202,344.7,127.43,4,3,1.6923076923076923,0.8461538461538461,0.6153846153846154,1
1119,8,1644.21,205.52625,62.598176134430176,314.48,149.79,3,2,2.0,1.0,0.5,3
1120,9,7643.45,849.2722222222222,460.31916353704463,1690.5,194.88,5,4,3.0,1.0,0.3333333333333333,1
1121,4,4484.43,1121.1075,1138.1625999060943,2689.43,207.6,2,4,2.25,1.0,0.25,3
1122,9,2756.54,306.28222222222223,52.1558687440296,421.8,253.82,4,2,2.111111111111111,0.8888888888888888,0.5555555555555556,3
1123,3,714.1600000000001,238.05333333333337,61.27011860061427,303.47,182.01,1,3,1.6666666666666667,1.0,0.0,3
1124,12,10829.34,902.445,587.2909198174274,1821.12,148.88,5,6,2.333333333333333,1.0,0.4166666666666667,1
1125,7,1469.33,209.9042857142857,75.96794978961914,308.53,101.67,4,3,1.4285714285714286,1.0,0.4285714285714285,1
1126,7,3271.45,467.35,280.2467214200136,861.09,119.11,2,2,3.0,1.0,1.0,3
1127,10,61328.31,6132.831,3235.297224904795,10710.78,2131.36,5,2,4.5,1.0,0.5,0
1128,10,2398.07,239.807,347.3648711545573,1214.73,35.91,2,5,1.8,1.0,0.0,1
1129,12,3057.56,254.79666666666665,260.94733886477184,833.12,15.77,2,5,1.4166666666666667,0.9166666666666666,0.0,1
1130,10,5252.14,525.214,261.84487864212866,982.89,204.94,2,3,3.1,1.0,1.0,3
1131,8,4493.05,561.63125,250.71299165366077,1058.07,342.69,3,2,2.875,0.875,0.875,3
1132,8,2332.15,291.51875,105.20550222404854,481.11,156.94,4,2,2.375,1.0,0.125,1
1133,6,1209.52,201.58666666666667,212.99605345326623,597.66,53.84,2,3,1.3333333333333333,1.0,0.0,3
1134,5,2966.6,593.3199999999999,271.46618297681204,990.85,321.44,4,3,2.4,1.0,0.2,1
1135,4,1813.97,453.4925,141.45275639472945,650.44,316.71,1,3,3.0,1.0,1.0,3
1136,4,1407.13,351.7825,442.8836738448747,988.2,11.15,2,2,1.5,0.5,0.0,3
1137,11,2339.88,212.71636363636364,157.88381464055948,486.38,36.67,2,5,1.7272727272727273,0.9090909090909092,0.0,1
1138,7,3629.28,518.4685714285714,105.4165754563882,680.59,396.65,3,2,3.142857142857143,0.7142857142857143,0.8571428571428571,3
1139,9,2109.05,234.3388888888889,70.29495028884445,341.55,139.19,4,2,1.8888888888888888,0.8888888888888888,0.2222222222222222,1
1140,7,755.96,107.99428571428572,74.00336250404278,264.47,50.85,2,5,1.4285714285714286,1.0,0.0,1
1141,13,12809.78,985.3676923076924,559.7158807400091,2086.61,175.22,5,6,2.923076923076923,0.7692307692307693,0.3076923076923077,1
1142,4,2713.48,678.37,841.5472671613085,1937.98,181.42,1,4,1.5,1.0,0.0,3
1143,10,8886.29,888.6290000000001,661.6378867871928,2256.5,345.4,4,5,2.7,1.0,0.5,1
1144,10,2996.11,299.611,120.89962884328654,623.6,201.55,4,3,2.0,0.9,0.4,1
1145,9,2403.55,267.0611111111112,119.03199847566668,482.15,92.82,4,3,1.7777777777777777,0.6666666666666666,0.4444444444444444,1
1146,9,8791.33,976.8144444444443,929.124268990848,2881.23,191.08,3,4,2.888888888888889,1.0,0.6666666666666666,3
1147,11,4805.9,436.9,177.47782638966478,728.13,171.06,3,3,3.0,1.0,0.9090909090909092,3
1148,8,1823.2,227.9,85.97330399606614,378.9,153.74,5,2,1.75,0.875,0.25,1
1149,10,9446.41,944.641,777.456174562628,2670.04,254.9,4,6,2.3,1.0,0.5,1
1150,3,756.8499999999999,252.2833333333333,85.08687697485044,334.74,164.79,3,2,1.6666666666666667,1.0,0.3333333333333333,3
1151,6,2466.15,411.025,173.30643112706466,736.65,258.4,3,3,3.1666666666666665,0.6666666666666666,0.5,3
1152,5,2272.63,454.526,386.9392354491853,1125.43,171.01,3,4,2.2,1.0,0.6,3
1153,7,48140.97,6877.2814285714285,4399.970507474752,13956.12,2930.84,5,3,4.714285714285714,0.8571428571428571,0.2857142857142857,0
1154,14,3503.43,250.245,82.52272617052459,347.09,103.34,4,3,2.142857142857143,1.0,0.4285714285714285,1
1155,6,32842.21,5473.701666666667,2674.4933760203385,8390.85,1064.87,4,2,4.333333333333333,0.6666666666666666,0.3333333333333333,0
1156,12,10845.27,903.7725,496.5206559307569,1960.19,218.36,5,5,2.333333333333333,0.9166666666666666,0.3333333333333333,1
1157,7,43112.29,6158.898571428572,3149.1758338779614,12450.33,2661.81,5,3,4.571428571428571,1.0,0.4285714285714285,0
1158,3,21220.25,7073.416666666667,4739.01234187392,11383.8,1998.69,2,2,4.666666666666667,1.0,0.6666666666666666,0
1159,9,1387.56,154.17333333333332,134.02091777032422,470.29,47.14,2,6,1.6666666666666667,1.0,0.0,1
1160,10,4862.1,486.21,308.9816563055699,1178.32,152.52,2,3,2.7,0.9,1.0,3
1161,13,11143.64,857.2030769230769,798.4019171902562,2989.19,174.0,5,6,3.0,1.0,0.3076923076923077,1
1162,11,2557.36,232.4872727272727,116.20402584169872,519.67,54.16,2,6,1.4545454545454546,0.9090909090909092,0.0,1
1163,10,58143.29,5814.329,2626.530300713387,10351.2,2753.83,5,3,4.0,0.5,0.4,0
1164,9,9763.24,1084.8044444444445,750.4693868358509,2746.5,216.85,3,5,2.6666666666666665,1.0,0.7777777777777778,1
1165,8,4253.55,531.69375,450.8351403447195,1495.92,114.1,4,5,2.875,1.0,0.5,1
1166,10,6472.84,647.284,387.644945857532,1455.37,258.84,4,5,2.4,1.0,0.5,1
1167,6,1843.66,307.27666666666664,129.01083902783776,442.52,158.18,4,3,2.1666666666666665,0.8333333333333334,0.3333333333333333,1
1168,7,7585.65,1083.6642857142856,751.4523196641097,1915.28,194.31,3,4,3.0,0.7142857142857143,0.0,1
1169,2,941.57,470.785,225.98425619940875,630.58,310.99,2,2,2.5,1.0,0.5,3
1170,8,3327.18,415.8975,123.13253379416598,590.8,254.67,2,3,2.875,0.875,1.0,3
1171,9,80750.75000000001,8972.305555555557,26062.55432738996,78472.24,206.27,4,3,1.4444444444444444,1.0,0.5555555555555556,2
1172,7,1477.63,211.09,63.39740925306017,321.59,134.0,4,3,2.142857142857143,0.8571428571428571,0.2857142857142857,1
1173,10,2136.48,213.648,79.75632525246996,352.57,112.6,5,3,2.2,0.9,0.3,1
1174,3,639.5999999999999,213.2,107.8715082864794,336.46,136.03,3,1,1.3333333333333333,1.0,0.3333333333333333,3
1175,9,10239.35,1137.7055555555555,839.7254728795465,2655.36,275.39,4,5,2.888888888888889,1.0,0.5555555555555556,1
1176,4,36306.82,9076.705,10408.87953277233,24584.56,2445.48,4,2,4.75,1.0,0.5,0
1177,8,3371.0,421.375,175.31292340921624,670.57,152.6,3,3,2.625,1.0,0.875,3
1178,7,1582.57,226.08142857142855,89.29022873539438,379.59,105.58,3,3,2.142857142857143,0.8571428571428571,0.8571428571428571,3
1179,5,1222.71,244.542,63.9957035276588,335.81,156.07,3,3,2.2,1.0,0.4,3
1180,6,5973.37,995.5616666666666,658.3149902415004,2020.51,247.71,4,4,1.8333333333333333,1.0,0.5,1
1181,7,44801.52,6400.217142857144,5313.224903103307,17896.74,3214.8,4,3,4.857142857142857,0.8571428571428571,0.2857142857142857,0
1182,10,10972.98,1097.298,780.8038216664216,2948.53,176.45,5,6,2.3,0.9,0.5,1
1183,11,11237.06,1021.5509090909092,1023.5972524235744,3350.45,172.28,4,6,2.272727272727273,0.9090909090909092,0.4545454545454545,1
1184,9,2339.89,259.9877777777777,86.38564243810683,448.89,148.97,4,3,2.111111111111111,1.0,0.3333333333333333,1
1185,6,34410.43,5735.071666666667,2900.968385407994,9825.46,2622.58,4,3,3.6666666666666665,1.0,0.6666666666666666,0
1186,4,879.85,219.9625,109.74243219921816,374.33,128.63,3,2,2.25,1.0,0.25,3
1187,10,49808.53,4980.853,2912.393145088188,9776.81,1575.21,4,3,4.9,0.9,0.6,0
1188,12,63302.32,5275.193333333334,2236.6710397103075,8984.97,2615.07,5,3,4.75,1.0,0.4166666666666667,0
1189,4,1279.72,319.93,91.9954545978586,444.09,228.35,3,3,1.75,0.75,0.5,3
1190,12,3296.49,274.7075,128.61867227124597,587.59,132.87,5,3,2.083333333333333,1.0,0.4166666666666667,1
1191,9,7632.849999999999,848.0944444444444,866.1756922834868,2393.92,168.65,4,6,3.111111111111111,0.8888888888888888,0.4444444444444444,1
1192,12,20876.14,1739.6783333333333,1311.9277319954738,4603.74,416.69,4,6,2.1666666666666665,0.9166666666666666,0.3333333333333333,1
1193,7,7944.53,1134.932857142857,1118.6259378021814,3345.1,285.78,4,4,2.4285714285714284,0.8571428571428571,0.7142857142857143,1
1194,11,2948.77,268.07,105.37820543167358,437.31,145.42,4,3,2.272727272727273,0.7272727272727273,0.4545454545454545,1
1195,12,3160.03,263.33583333333337,89.59472655527863,444.45,88.99,5,3,1.75,0.9166666666666666,0.3333333333333333,1
1196,9,4926.64,547.4044444444445,364.1604835134885,1155.61,238.62,2,3,3.111111111111111,0.7777777777777778,1.0,3
1197,3,1973.88,657.96,608.8751524738055,1336.68,159.75,3,2,2.0,0.6666666666666666,0.3333333333333333,3
1198,7,4154.22,593.46,380.6606623577839,1247.63,239.89,2,3,2.857142857142857,1.0,1.0,3
1199,5,1051.88,210.37600000000003,53.82017818625279,302.99,164.16,3,2,1.8,1.0,0.0,3
1200,3,2931.39,977.13,677.9856111305018,1709.61,371.58,2,3,2.6666666666666665,0.6666666666666666,0.6666666666666666,3
1201,14,14436.18,1031.1557142857143,845.9579839240452,3689.47,341.23,5,6,2.5,1.0,0.5,1
1202,9,2141.99,237.99888888888893,101.0619383650992,445.91,115.59,5,2,2.6666666666666665,0.8888888888888888,0.3333333333333333,1
1203,7,4804.99,686.4271428571428,784.8599928589024,2335.34,86.96,4,4,1.7142857142857142,0.8571428571428571,0.5714285714285714,1
1204,6,6359.51,1059.9183333333333,318.6104350090665,1426.11,615.73,5,2,2.833333333333333,0.8333333333333334,0.3333333333333333,1
1205,6,1653.76,275.62666666666667,92.33997805212358,424.52,152.71,4,3,2.1666666666666665,1.0,0.5,3
1206,9,1892.48,210.2755555555556,100.92846738050557,369.85,84.4,4,3,2.111111111111111,1.0,0.7777777777777778,3
1207,11,7226.83,656.9845454545455,331.8738598131416,1257.5,305.43,3,3,3.090909090909091,0.9090909090909092,0.8181818181818182,3
1208,7,75577.59999999999,10796.8,28028.48041966005,74357.84,20.57,2,4,1.5714285714285714,0.8571428571428571,0.0,2
1209,5,1113.98,222.796,112.66897567653665,383.85,92.44,4,3,2.0,1.0,0.2,1
1210,10,2610.2200000000003,261.02200000000005,119.82682632310124,592.22,168.5,4,3,1.5,0.9,0.4,1
1211,8,2046.12,255.765,99.89554129904184,375.37,102.67,4,3,2.125,1.0,0.625,3
1212,5,2720.24,544.048,254.87930569192943,854.1,264.82,4,3,2.0,1.0,0.4,3
1213,8,2026.0,253.25,62.86153809308656,386.18,170.61,4,3,2.125,0.875,0.375,1
1214,8,1296.81,162.10125,109.7451595336734,371.33,56.46,2,4,1.5,1.0,0.0,1
1215,7,2129.11,304.15857142857146,127.61705952165008,527.21,135.06,4,3,1.8571428571428568,0.8571428571428571,0.2857142857142857,1
1216,9,2339.7,259.96666666666664,102.22123372861434,423.69,147.98,3,3,2.333333333333333,0.8888888888888888,0.5555555555555556,3
1217,9,4626.73,514.0811111111111,443.0458433233643,1570.12,115.94,3,4,2.555555555555556,0.8888888888888888,0.5555555555555556,1
1218,12,5674.23,472.8525,158.1500892492491,788.13,275.68,3,3,3.0,0.8333333333333334,0.75,3
1219,2,1775.99,887.995,355.3847971565469,1139.29,636.7,2,2,1.5,1.0,0.5,3
1220,12,13963.47,1163.6225,1283.2524556420549,5020.77,364.93,5,6,2.1666666666666665,0.9166666666666666,0.4166666666666667,1
1221,6,1730.7,288.45,329.1165416079842,838.73,28.19,2,5,1.3333333333333333,0.8333333333333334,0.0,1
1222,6,38297.53,6382.921666666666,6506.103091978844,19052.62,1285.76,5,2,4.666666666666667,1.0,0.5,0
1223,12,6742.41,561.8675,257.46686827011007,1083.75,280.81,2,3,3.333333333333333,0.9166666666666666,1.0,3
1224,7,1824.46,260.63714285714286,75.19993499870544,374.6,131.59,4,2,1.7142857142857142,0.8571428571428571,0.7142857142857143,3
1225,9,3189.35,354.3722222222222,167.16180213925804,703.71,139.16,2,3,3.2222222222222223,0.8888888888888888,1.0,3
1226,10,6347.86,634.786,273.296138412366,1099.15,120.31,5,4,2.4,0.9,0.3,1
1227,13,138486.55000000002,10652.81153846154,37472.54186609952,135368.41,114.67,5,4,2.076923076923077,0.6923076923076923,0.6153846153846154,2
1228,8,4297.52,537.19,340.4902516750139,1303.54,250.71,3,3,3.125,1.0,0.875,3
1229,10,64050.48,6405.048,3365.552163285477,11993.97,1736.08,4,3,4.5,1.0,0.2,0
1230,7,2236.28,319.4685714285714,51.90987235217447,392.37,259.82,4,3,1.8571428571428568,0.8571428571428571,0.5714285714285714,1
1231,9,7923.1,880.3444444444444,886.5165194330999,3021.15,225.98,5,5,2.111111111111111,1.0,0.3333333333333333,1
1232,5,1231.4,246.28000000000003,86.63611458277663,336.73,148.64,2,2,1.8,0.6,0.6,3
1233,14,18852.51,1346.607857142857,1807.6861913472048,6343.98,167.7,5,6,2.357142857142857,0.9285714285714286,0.4285714285714285,1
1234,5,24178.41,4835.681999999999,3819.65962921698,10608.46,1002.59,4,2,5.4,0.8,0.4,0
1235,10,47675.82,4767.582,2223.464992897347,8812.17,1964.84,4,3,4.0,0.9,0.4,0
1236,6,1373.51,228.9183333333333,67.08332085300091,305.43,140.47,4,1,2.333333333333333,1.0,0.6666666666666666,3
1237,13,2773.29,213.33,65.88595437066486,320.53,109.73,4,3,2.3846153846153846,0.9230769230769232,0.6153846153846154,1
1238,5,3697.29,739.458,222.97009747946024,963.49,474.91,3,4,1.6,1.0,0.6,3
1239,12,7276.34,606.3616666666667,340.2777128339662,1311.01,137.04,3,2,2.833333333333333,0.8333333333333334,0.9166666666666666,3
1240,2,541.61,270.805,49.12270808902947,305.54,236.07,2,2,1.5,1.0,0.0,3
1241,4,909.48,227.37,124.05590863262688,408.78,143.71,2,3,3.0,0.75,1.0,3
